Roll_No,Name,Result,Attendance,Assignment_Score,Project_Marks
1864,Vivek Verma,64.0,87.87,8,19
1865,Prince Singh,,81.43,1,29
1866,Meena Gupta,55.0,87.73,14,24
1867,Sahil Yadav,69.0,86.62,12,8
1868,Simran Singh,,72.44,3,20
1869,Meena Gupta,73.0,99.91,7,17
1870,Sahil Verma,51.0,75.94,16,19
1871,Aditya Gupta,44.0,50.88,17,21
1872,Akash Gupta,89.0,86.33,0,18
1873,Sahil Singh,94.0,89.1,12,5
1874,Harsh Singh,94.0,62.81,3,12
1875,Meena Yadav,92.0,79.45,2,10
1876,Kunal Sharma,73.0,88.54,9,12
1877,Akash Yadav,90.0,81.18,1,25
1878,Raj Singh,70.0,95.07,9,5
1879,Kavita Singh,40.0,64.88,4,6
1880,Karan Yadav,99.0,76.1,14,14
1881,Rahul Patel,83.0,78.1,16,17
1882,Nobita Yadav,57.0,76.78,2,29
1883,Simran Verma,,99.27,17,13
1884,Harsh Patel,88.0,72.8,4,1
1885,Simran Yadav,79.0,75.05,5,3
1886,Akash Verma,84.0,79.08,12,11
1887,Ankit Verma,53.0,99.74,17,22
1888,Prince Singh,43.0,51.95,19,23
1889,Priya Sharma,66.0,65.84,11,18
1890,Kavita Yadav,92.0,62.65,18,15
1891,Kavita Sharma,47.0,74.67,4,19
1892,Simran Verma,50.0,63.84,10,8
1893,Kunal Patel,69.0,95.89,10,28
1894,Prince Sharma,45.0,99.91,15,4
1895,Aman Yadav,66.0,57.6,20,15
1896,Prince Singh,77.0,77.44,6,3
1897,Aditya Patel,68.0,70.02,4,26
1898,Raj Sharma,47.0,58.68,6,12
1899,Nobita Yadav,81.0,60.89,4,30
1900,Sahil Patel,,75.87,6,13
1901,Shichan Verma,49.0,63.98,9,9
1902,Raj Verma,58.0,80.56,19,1
1903,Lalit Singh,92.0,80.89,13,13
1904,Harsh Sharma,90.0,68.39,11,21
1905,Akash Patel,82.0,77.39,15,4
1906,Aditya Verma,67.0,86.39,8,19
1907,Lalit Verma,48.0,88.57,8,4
1908,Vivek Singh,80.0,72.45,10,19
1909,Nobita Gupta,42.0,97.23,9,16
1910,Aman Patel,,92.3,9,7
1911,Nobita Verma,,66.67,18,17
1912,Nobita Patel,59.0,83.81,3,10
1913,Simran Patel,86.0,61.85,5,23
1914,Kunal Singh,46.0,75.03,15,21
1915,Aman Singh,53.0,85.02,11,17
1916,Krishna Yadav,83.0,79.82,14,11
1917,Krishna Sharma,65.0,52.64,16,9
1918,Rahul Sharma,89.0,80.36,0,25
1919,Harsh Verma,85.0,52.64,0,30
1920,Priya Gupta,76.0,54.61,20,12
1921,Meena Yadav,95.0,54.72,4,23
1922,Vivek Verma,49.0,70.49,0,9
1923,Harsh Yadav,74.0,94.36,19,10
1924,Nobita Verma,57.0,59.05,2,24
1925,Aman Sharma,81.0,91.18,6,12
1926,Meena Patel,96.0,59.99,10,24
1927,Anjali Sharma,68.0,90.91,10,18
1928,Lalit Patel,79.0,99.74,2,2
1929,Simran Patel,82.0,89.29,2,22
1930,Priya Gupta,69.0,65.54,16,22
1931,Kunal Gupta,60.0,66.63,15,21
1932,Kunal Verma,73.0,54.13,0,19
1933,Priya Singh,58.0,67.08,12,6
1934,Aman Gupta,40.0,83.54,18,5
1935,Aman Singh,45.0,72.95,18,22
1936,Akash Patel,61.0,80.57,11,2
1937,Ritika Verma,78.0,73.22,3,28
1938,Lalit Sharma,86.0,66.2,1,27
1939,Sartak Gupta,66.0,86.83,0,21
1940,Harsh Yadav,69.0,62.18,10,18
1941,Sahil Gupta,46.0,62.51,18,22
1942,Ritika Patel,89.0,58.86,12,14
1943,Lalit Sharma,43.0,63.6,4,5
1944,Kunal Singh,67.0,67.97,7,29
1945,Sneha Sharma,,63.96,14,25
1946,Karan Sharma,98.0,99.19,3,28
1947,Anjali Gupta,43.0,54.85,2,23
1948,Priya Patel,77.0,55.28,10,4
1949,Prince Yadav,60.0,71.62,9,17
1950,Harsh Sharma,53.0,84.96,1,17
1951,Ankit Gupta,81.0,73.52,2,4
1952,Kunal Sharma,43.0,83.25,14,30
1953,Akash Patel,42.0,82.15,20,16
1954,Aditya Patel,62.0,77.58,0,26
1955,Rahul Sharma,42.0,69.87,11,30
1956,Nobita Sharma,60.0,72.35,20,21
1957,Raj Yadav,58.0,75.86,4,15
1958,Raj Patel,47.0,93.86,4,8
1959,Rohit Singh,44.0,82.21,5,11
1960,Ankit Patel,87.0,64.22,0,6
1961,Ankit Verma,71.0,95.49,2,22
1962,Akash Singh,50.0,54.5,10,23
1963,Meena Patel,93.0,62.58,19,20
1964,Akash Yadav,96.0,96.9,20,6
1965,Sneha Sharma,84.0,58.5,8,25
1966,Sahil Singh,45.0,98.93,1,0
1967,Rahul Patel,81.0,98.13,9,16
1968,Meena Verma,69.0,71.4,8,12
1969,Harsh Yadav,68.0,82.77,15,11
1970,Kavita Gupta,44.0,86.7,3,13
1971,Harsh Gupta,74.0,91.76,2,19
1972,Anjali Singh,47.0,62.94,15,11
1973,Ankit Gupta,81.0,54.84,20,0
1974,Akash Sharma,99.0,69.48,4,5
1975,Rahul Sharma,77.0,60.01,2,13
1976,Shichan Gupta,81.0,94.83,16,7
1977,Lalit Gupta,90.0,57.79,18,3
1978,Rahul Singh,71.0,60.83,1,19
1979,Lalit Singh,72.0,97.7,16,22
1980,Ritika Patel,59.0,85.23,8,15
1981,Ritika Singh,92.0,74.51,17,5
1982,Priya Singh,93.0,66.12,9,7
1983,Karan Patel,94.0,68.75,3,26
1984,Anjali Verma,77.0,76.24,6,2
1985,Lalit Yadav,69.0,57.22,18,24
1986,Priya Gupta,90.0,78.39,2,27
1987,Ankit Patel,79.0,51.89,17,7
1988,Meena Yadav,51.0,75.44,12,19
1989,Sneha Sharma,87.0,50.65,9,22
1990,Harsh Singh,84.0,91.87,20,25
1991,Sartak Sharma,80.0,94.62,12,4
1992,Rohit Patel,44.0,68.47,4,17
1993,Shichan Yadav,58.0,56.14,3,7
1994,Ritika Verma,41.0,54.13,16,29
1995,Akash Sharma,82.0,90.77,16,24
1996,Sahil Verma,62.0,80.21,11,4
1997,Priya Sharma,91.0,55.68,14,6
1998,Lalit Patel,81.0,78.93,10,27
1999,Shichan Patel,77.0,85.72,15,11
2000,Sahil Patel,55.0,51.63,11,5
2001,Sartak Sharma,64.0,89.99,10,8
2002,Sneha Yadav,44.0,73.68,9,13
2003,Ankit Singh,45.0,66.78,7,28
2004,Ankit Verma,94.0,87.96,6,1
2005,Sartak Gupta,43.0,80.67,17,4
2006,Kavita Yadav,55.0,61.44,18,12
2007,Krishna Patel,44.0,94.87,15,23
2008,Rohit Verma,63.0,95.18,17,11
2009,Aman Patel,64.0,96.8,9,0
2010,Sahil Patel,58.0,90.77,4,6
2011,Aman Yadav,76.0,81.59,2,25
2012,Anjali Singh,82.0,63.38,15,25
2013,Sartak Gupta,40.0,64.43,15,29
2014,Rahul Sharma,84.0,68.33,20,19
2015,Priya Yadav,57.0,65.94,7,25
2016,Anjali Verma,,87.43,20,15
2017,Harsh Sharma,57.0,52.15,1,20
2018,Prince Verma,74.0,65.21,6,10
2019,Aman Patel,41.0,64.85,8,0
2020,Raj Singh,46.0,90.44,3,17
2021,Ankit Yadav,46.0,56.58,4,30
2022,Shichan Patel,40.0,53.87,17,1
2023,Priya Gupta,83.0,85.16,6,2
2024,Rohit Verma,88.0,90.0,5,5
2025,Vivek Verma,60.0,78.23,12,26
2026,Ritika Sharma,62.0,77.55,2,3
2027,Prince Yadav,56.0,66.55,3,14
2028,Raj Yadav,86.0,78.89,1,29
2029,Prince Patel,86.0,59.2,7,20
2030,Rahul Gupta,65.0,86.57,1,14
2031,Shichan Singh,74.0,82.67,1,0
2032,Akash Singh,63.0,95.21,2,6
2033,Rahul Sharma,90.0,61.63,11,30
2034,Aman Yadav,79.0,50.42,17,28
2035,Vivek Yadav,46.0,67.51,10,21
2036,Rahul Verma,98.0,75.69,4,2
2037,Simran Sharma,54.0,91.74,9,20
2038,Kunal Patel,63.0,71.03,16,8
2039,Karan Singh,89.0,68.48,9,14
2040,Shichan Sharma,89.0,62.91,6,23
2041,Anjali Verma,50.0,68.09,10,18
2042,Aditya Patel,54.0,97.64,17,22
2043,Ritika Patel,43.0,83.67,15,5
2044,Raj Sharma,80.0,67.46,19,6
2045,Rohit Verma,98.0,78.07,20,26
2046,Rahul Sharma,41.0,70.76,3,26
2047,Sartak Verma,,66.64,15,21
2048,Kavita Verma,60.0,96.72,17,8
2049,Kunal Gupta,69.0,56.57,0,14
2050,Anjali Sharma,79.0,70.77,17,6
2051,Simran Yadav,58.0,72.52,13,24
2052,Nobita Singh,55.0,58.02,17,23
2053,Sartak Singh,46.0,58.15,17,14
2054,Aditya Yadav,52.0,78.12,14,18
2055,Aditya Sharma,51.0,96.29,5,29
2056,Raj Singh,77.0,90.63,6,8
2057,Sahil Yadav,48.0,65.27,2,4
2058,Anjali Patel,49.0,75.85,17,27
2059,Prince Singh,,95.05,1,27
2060,Meena Patel,56.0,53.08,1,17
2061,Sahil Yadav,41.0,54.67,4,20
2062,Akash Yadav,90.0,70.6,7,25
2063,Sartak Singh,93.0,54.56,4,5
2064,Karan Verma,52.0,95.3,15,29
2065,Simran Verma,63.0,51.33,13,25
2066,Meena Verma,96.0,55.05,12,14
2067,Nobita Patel,50.0,75.84,0,15
2068,Karan Patel,100.0,79.54,19,13
2069,Simran Verma,81.0,68.98,16,16
2070,Vivek Gupta,78.0,85.72,16,20
2071,Sneha Patel,72.0,69.01,20,23
2072,Aditya Sharma,79.0,97.82,12,16
2073,Rohit Yadav,96.0,68.7,5,0
2074,Akash Gupta,91.0,70.91,10,25
2075,Harsh Singh,,60.03,3,30
2076,Aman Sharma,81.0,70.85,3,1
2077,Rohit Sharma,71.0,52.94,5,23
2078,Harsh Verma,75.0,93.75,10,13
2079,Harsh Gupta,57.0,54.42,5,23
2080,Shichan Singh,,59.57,1,22
2081,Rahul Sharma,93.0,68.74,17,28
2082,Priya Patel,74.0,75.85,7,24
2083,Akash Sharma,63.0,93.99,14,9
2084,Vivek Yadav,42.0,77.8,5,22
2085,Lalit Patel,88.0,94.53,6,1
2086,Rahul Sharma,87.0,56.75,9,14
2087,Karan Singh,96.0,87.88,8,22
2088,Prince Patel,94.0,58.1,15,5
2089,Simran Gupta,81.0,64.83,8,23
2090,Raj Verma,84.0,97.27,9,12
2091,Kunal Singh,75.0,53.03,7,2
2092,Rohit Singh,41.0,73.66,11,15
2093,Vivek Gupta,43.0,67.22,4,8
2094,Sahil Singh,97.0,59.35,12,21
2095,Nobita Verma,89.0,96.5,2,27
2096,Rohit Sharma,64.0,68.4,4,17
2097,Prince Sharma,76.0,52.37,10,16
2098,Aman Verma,99.0,50.07,18,1
2099,Kunal Yadav,40.0,72.41,20,20
2100,Vivek Verma,44.0,51.69,1,8
2101,Rohit Gupta,,81.24,4,19
2102,Karan Gupta,,71.63,10,26
2103,Rahul Gupta,82.0,91.7,12,8
2104,Meena Verma,82.0,87.18,9,3
2105,Harsh Sharma,89.0,86.37,5,26
2106,Anjali Yadav,72.0,73.66,9,23
2107,Lalit Patel,90.0,64.38,20,6
2108,Harsh Sharma,83.0,50.19,2,26
2109,Vivek Patel,69.0,71.97,1,3
2110,Kunal Gupta,,90.1,13,30
2111,Harsh Sharma,80.0,78.1,16,8
2112,Prince Verma,45.0,50.34,16,12
2113,Kunal Yadav,66.0,85.14,17,3
2114,Vivek Singh,88.0,95.44,5,19
2115,Meena Singh,99.0,55.55,13,22
2116,Karan Gupta,82.0,78.93,6,20
2117,Rahul Yadav,87.0,77.08,7,16
2118,Sneha Yadav,79.0,82.42,11,16
2119,Harsh Verma,91.0,72.55,11,26
2120,Akash Singh,84.0,91.74,3,6
2121,Raj Yadav,81.0,57.38,19,4
2122,Simran Sharma,,67.65,9,14
2123,Simran Yadav,89.0,62.95,17,20
2124,Lalit Sharma,52.0,61.12,13,10
2125,Karan Yadav,65.0,65.28,20,11
2126,Karan Verma,57.0,98.93,5,25
2127,Ritika Yadav,85.0,77.12,7,16
2128,Simran Singh,40.0,99.71,3,17
2129,Shichan Patel,61.0,62.93,6,4
2130,Simran Singh,,59.06,14,7
2131,Nobita Yadav,86.0,62.61,20,2
2132,Krishna Sharma,83.0,76.84,4,1
2133,Kavita Sharma,,55.41,18,17
2134,Aman Gupta,92.0,91.09,11,21
2135,Aditya Sharma,55.0,63.54,7,5
2136,Prince Gupta,94.0,60.22,14,10
2137,Lalit Patel,97.0,71.7,4,11
2138,Sahil Sharma,69.0,81.91,18,0
2139,Rohit Patel,52.0,94.1,0,19
2140,Nobita Singh,89.0,85.79,20,7
2141,Sartak Verma,98.0,76.28,14,10
2142,Harsh Verma,97.0,79.09,1,26
2143,Simran Verma,40.0,68.93,11,28
2144,Krishna Verma,61.0,69.43,7,12
2145,Kavita Sharma,80.0,61.85,1,27
2146,Aditya Patel,52.0,88.9,3,22
2147,Shichan Verma,58.0,78.89,3,29
2148,Sahil Verma,67.0,62.49,18,9
2149,Sneha Sharma,68.0,77.54,8,1
2150,Raj Yadav,71.0,51.12,0,30
2151,Krishna Singh,80.0,89.92,2,27
2152,Sartak Gupta,52.0,92.58,9,18
2153,Aman Sharma,97.0,60.05,2,10
2154,Karan Verma,53.0,85.88,0,23
2155,Vivek Yadav,60.0,65.13,6,22
2156,Sahil Yadav,65.0,64.33,0,15
2157,Raj Patel,69.0,72.69,12,24
2158,Simran Verma,68.0,85.01,14,24
2159,Sahil Gupta,41.0,96.09,7,5
2160,Karan Singh,68.0,76.2,1,12
2161,Vivek Patel,75.0,70.07,6,24
2162,Rahul Sharma,72.0,87.98,2,24
2163,Ankit Singh,76.0,97.1,2,25
2164,Sartak Patel,67.0,73.22,9,21
2165,Prince Sharma,45.0,87.61,16,21
2166,Aman Verma,83.0,97.56,2,19
2167,Meena Patel,97.0,84.02,20,0
2168,Meena Patel,84.0,98.95,4,20
2169,Priya Patel,84.0,83.28,13,7
2170,Aditya Singh,89.0,73.3,14,13
2171,Prince Yadav,71.0,80.48,1,26
2172,Shichan Sharma,41.0,54.68,17,25
2173,Rohit Yadav,69.0,56.52,10,1
2174,Sartak Sharma,53.0,76.95,13,24
2175,Sartak Patel,41.0,63.25,12,0
2176,Sahil Singh,40.0,71.69,13,4
2177,Ritika Verma,46.0,76.62,3,9
2178,Prince Sharma,60.0,61.9,20,9
2179,Priya Sharma,68.0,77.96,8,16
2180,Sartak Singh,92.0,76.53,7,2
2181,Sneha Gupta,45.0,73.84,0,27
2182,Shichan Verma,79.0,55.86,12,16
2183,Rahul Verma,64.0,91.3,0,25
2184,Sneha Sharma,82.0,96.05,1,7
2185,Simran Patel,59.0,68.2,1,18
2186,Vivek Patel,,88.26,14,28
2187,Krishna Yadav,86.0,63.91,16,8
2188,Rohit Sharma,60.0,86.76,18,16
2189,Akash Sharma,98.0,95.12,18,24
2190,Anjali Patel,66.0,93.69,5,30
2191,Sneha Verma,66.0,76.6,1,10
2192,Priya Verma,41.0,53.59,18,1
2193,Sartak Verma,84.0,50.37,15,24
2194,Aditya Patel,89.0,75.6,17,17
2195,Priya Sharma,86.0,79.8,18,4
2196,Anjali Patel,84.0,54.41,7,21
2197,Aditya Singh,61.0,67.02,1,9
2198,Ritika Verma,83.0,57.97,19,25
2199,Sartak Patel,,93.49,17,13
2200,Lalit Gupta,89.0,62.33,15,12
2201,Sartak Patel,85.0,91.94,11,0
2202,Raj Gupta,96.0,61.43,1,3
2203,Aditya Gupta,69.0,54.92,18,5
2204,Kavita Verma,69.0,97.64,10,21
2205,Nobita Patel,54.0,65.57,12,1
2206,Ankit Patel,65.0,79.2,7,26
2207,Aditya Gupta,41.0,82.89,4,19
2208,Prince Singh,41.0,96.24,5,25
2209,Sahil Gupta,74.0,92.75,4,14
2210,Krishna Verma,,74.1,12,2
2211,Raj Yadav,93.0,51.13,7,15
2212,Krishna Gupta,48.0,65.27,16,4
2213,Raj Gupta,71.0,60.93,15,11
2214,Karan Verma,46.0,75.35,5,10
2215,Sahil Sharma,52.0,84.18,0,5
2216,Shichan Verma,90.0,51.39,9,27
2217,Kunal Yadav,74.0,77.82,15,27
2218,Sartak Singh,61.0,82.15,9,24
2219,Karan Yadav,75.0,72.53,18,16
2220,Anjali Yadav,58.0,82.04,7,23
2221,Aman Sharma,49.0,71.82,18,22
2222,Sartak Patel,83.0,56.79,2,27
2223,Prince Sharma,67.0,90.98,14,21
2224,Anjali Patel,95.0,61.28,7,26
2225,Meena Patel,68.0,58.92,8,12
2226,Ankit Verma,80.0,97.37,17,8
2227,Sneha Gupta,61.0,72.18,3,23
2228,Sahil Gupta,69.0,58.05,3,9
2229,Simran Singh,42.0,77.2,20,0
2230,Vivek Gupta,97.0,58.77,16,30
2231,Aman Sharma,47.0,77.34,8,23
2232,Ritika Patel,48.0,59.68,11,7
2233,Anjali Yadav,77.0,92.33,14,22
2234,Priya Patel,77.0,93.29,20,27
2235,Prince Patel,81.0,54.59,14,9
2236,Harsh Gupta,77.0,88.06,20,30
2237,Krishna Gupta,97.0,85.54,3,26
2238,Priya Gupta,53.0,56.34,3,24
2239,Karan Verma,78.0,52.23,2,8
2240,Ankit Verma,48.0,90.65,14,28
2241,Kunal Singh,75.0,51.05,16,24
2242,Aditya Yadav,,82.5,18,26
2243,Vivek Verma,89.0,86.62,7,0
2244,Ankit Sharma,51.0,94.01,3,27
2245,Ankit Verma,,80.24,14,9
2246,Vivek Patel,52.0,90.71,2,0
2247,Sahil Yadav,92.0,83.83,13,29
2248,Akash Singh,72.0,87.38,1,16
2249,Nobita Gupta,58.0,62.78,18,8
2250,Aditya Sharma,76.0,64.9,8,9
2251,Anjali Yadav,98.0,68.75,0,26
2252,Aman Verma,53.0,60.32,5,23
2253,Sneha Sharma,,91.57,19,9
2254,Shichan Singh,64.0,61.47,6,18
2255,Harsh Patel,76.0,55.17,6,13
2256,Ankit Sharma,47.0,68.89,20,12
2257,Kavita Patel,53.0,73.45,8,0
2258,Krishna Singh,45.0,86.49,9,5
2259,Nobita Yadav,67.0,87.0,0,5
2260,Prince Patel,99.0,98.66,1,3
2261,Ritika Verma,,88.21,20,26
2262,Ritika Verma,47.0,50.11,10,20
2263,Kavita Verma,80.0,94.28,1,3
2264,Nobita Singh,42.0,77.46,7,20
2265,Akash Gupta,81.0,69.55,10,3
2266,Priya Sharma,71.0,97.51,9,17
2267,Akash Sharma,74.0,60.33,13,7
2268,Raj Yadav,,90.01,17,23
2269,Rahul Patel,48.0,53.19,16,24
2270,Sartak Gupta,93.0,69.91,0,24
2271,Sartak Verma,53.0,65.19,5,25
2272,Lalit Yadav,55.0,71.6,12,3
2273,Sahil Gupta,,89.47,1,26
2274,Raj Verma,73.0,75.27,12,22
2275,Ankit Verma,71.0,71.94,10,6
2276,Rohit Gupta,58.0,63.26,16,21
2277,Simran Patel,83.0,79.82,13,30
2278,Rohit Gupta,58.0,69.9,11,7
2279,Kunal Gupta,51.0,57.12,2,8
2280,Shichan Yadav,66.0,54.81,12,28
2281,Rahul Yadav,66.0,55.54,15,0
2282,Karan Sharma,65.0,72.11,14,3
2283,Aman Yadav,77.0,56.19,15,6
2284,Ritika Gupta,98.0,61.09,11,27
2285,Aditya Gupta,47.0,85.45,10,23
2286,Meena Patel,60.0,90.77,20,15
2287,Rohit Sharma,72.0,76.38,8,27
2288,Priya Verma,,87.11,1,8
2289,Lalit Yadav,40.0,89.22,18,13
2290,Harsh Gupta,99.0,64.84,17,13
2291,Vivek Sharma,72.0,79.54,8,0
2292,Rohit Verma,57.0,71.34,18,13
2293,Raj Yadav,92.0,94.64,4,21
2294,Meena Patel,63.0,67.19,14,22
2295,Meena Verma,97.0,67.63,2,20
2296,Aditya Gupta,46.0,71.42,1,13
2297,Karan Sharma,70.0,91.36,18,13
2298,Ankit Verma,76.0,87.82,19,13
2299,Kavita Singh,79.0,51.58,2,22
2300,Aditya Patel,83.0,67.27,19,27
2301,Shichan Sharma,89.0,73.99,18,26
2302,Kavita Patel,41.0,83.74,13,30
2303,Ankit Patel,40.0,92.4,6,4
2304,Shichan Sharma,45.0,62.85,2,10
2305,Priya Yadav,40.0,84.79,11,30
2306,Priya Sharma,40.0,77.89,0,10
2307,Priya Gupta,49.0,88.65,10,13
2308,Rohit Gupta,54.0,91.36,4,4
2309,Harsh Singh,63.0,75.21,16,9
2310,Kavita Gupta,92.0,96.5,15,5
2311,Vivek Yadav,53.0,55.76,5,15
2312,Krishna Yadav,49.0,82.58,7,4
2313,Karan Sharma,,77.93,6,23
2314,Nobita Singh,81.0,55.93,1,13
2315,Shichan Yadav,57.0,67.05,19,24
2316,Karan Verma,86.0,54.98,4,25
2317,Sartak Singh,69.0,80.34,9,18
2318,Vivek Singh,74.0,65.9,5,10
2319,Karan Gupta,51.0,61.81,1,20
2320,Rohit Patel,,51.54,16,11
2321,Vivek Gupta,40.0,97.17,18,1
2322,Ankit Verma,40.0,84.37,0,17
2323,Lalit Gupta,41.0,96.0,2,18
2324,Lalit Patel,57.0,72.57,14,24
2325,Prince Patel,72.0,78.31,4,1
2326,Priya Patel,50.0,67.99,1,1
2327,Aman Patel,71.0,66.13,15,11
2328,Krishna Verma,92.0,51.26,11,20
2329,Rohit Gupta,40.0,74.33,3,9
2330,Shichan Patel,76.0,92.28,0,29
2331,Prince Gupta,81.0,97.25,9,1
2332,Meena Patel,67.0,59.59,9,22
2333,Nobita Yadav,78.0,64.95,5,11
2334,Ankit Yadav,81.0,50.01,3,0
2335,Priya Patel,81.0,62.28,18,6
2336,Harsh Sharma,99.0,74.5,18,1
2337,Rohit Singh,83.0,96.05,2,17
2338,Priya Yadav,90.0,93.83,11,16
2339,Ankit Singh,90.0,64.63,15,14
2340,Sahil Verma,,51.48,12,27
2341,Aditya Sharma,76.0,68.63,17,9
2342,Krishna Verma,70.0,90.4,18,4
2343,Aman Singh,81.0,72.46,9,1
2344,Harsh Gupta,56.0,55.45,18,29
2345,Shichan Singh,68.0,67.7,18,19
2346,Priya Gupta,81.0,86.94,8,13
2347,Shichan Singh,94.0,84.29,5,2
2348,Anjali Gupta,44.0,54.55,0,26
2349,Anjali Gupta,80.0,88.86,1,7
2350,Sahil Patel,86.0,64.11,5,11
2351,Shichan Sharma,49.0,53.54,1,17
2352,Prince Gupta,84.0,60.77,5,28
2353,Ritika Gupta,97.0,64.82,2,12
2354,Simran Patel,,84.23,1,15
2355,Simran Gupta,47.0,86.5,8,10
2356,Simran Verma,55.0,95.55,3,5
2357,Kavita Yadav,80.0,89.7,17,30
2358,Ankit Verma,53.0,89.98,9,24
2359,Anjali Sharma,,80.82,3,28
2360,Priya Sharma,99.0,90.41,17,15
2361,Ankit Sharma,43.0,94.1,18,4
2362,Nobita Yadav,62.0,52.24,7,18
2363,Kunal Sharma,60.0,64.12,6,3
2364,Raj Sharma,95.0,72.15,11,30
2365,Simran Singh,89.0,75.18,8,16
2366,Simran Gupta,50.0,87.95,18,28
2367,Rahul Verma,67.0,76.79,5,3
2368,Anjali Sharma,65.0,84.96,0,21
2369,Ankit Gupta,51.0,60.4,16,10
2370,Raj Verma,,52.2,11,6
2371,Ritika Patel,87.0,68.91,0,26
2372,Ankit Singh,,89.76,7,11
2373,Harsh Patel,64.0,54.75,14,8
2374,Ritika Sharma,,95.94,4,0
2375,Kavita Verma,86.0,99.83,18,22
2376,Simran Yadav,57.0,61.02,4,3
2377,Kunal Singh,,89.19,9,23
2378,Simran Verma,60.0,68.89,5,19
2379,Aman Sharma,80.0,97.48,20,15
2380,Prince Patel,99.0,77.81,6,28
2381,Harsh Sharma,50.0,63.41,6,0
2382,Prince Gupta,77.0,76.68,7,22
2383,Sahil Yadav,44.0,85.66,7,20
2384,Rohit Sharma,43.0,98.37,12,5
2385,Krishna Patel,77.0,68.69,10,13
2386,Rahul Patel,79.0,78.31,2,24
2387,Rahul Patel,62.0,68.12,12,13
2388,Kavita Patel,96.0,77.76,2,20
2389,Lalit Sharma,55.0,79.07,13,5
2390,Rahul Sharma,94.0,54.43,8,20
2391,Sartak Verma,74.0,78.26,20,3
2392,Meena Verma,69.0,96.51,11,8
2393,Ankit Yadav,47.0,76.94,5,0
2394,Aditya Verma,91.0,79.97,4,0
2395,Sneha Yadav,87.0,59.0,0,11
2396,Kavita Gupta,48.0,85.12,13,17
2397,Raj Gupta,98.0,66.78,1,19
2398,Simran Verma,89.0,53.88,16,9
2399,Meena Verma,63.0,60.11,3,1
2400,Rohit Patel,79.0,62.88,12,16
2401,Prince Patel,40.0,82.6,7,9
2402,Lalit Patel,56.0,60.83,16,24
2403,Prince Verma,51.0,91.6,8,7
2404,Priya Verma,92.0,83.37,9,2
2405,Aditya Verma,48.0,72.55,1,10
2406,Anjali Verma,57.0,83.92,0,22
2407,Nobita Verma,56.0,73.91,17,9
2408,Krishna Verma,73.0,75.23,11,26
2409,Rahul Sharma,49.0,55.91,16,10
2410,Vivek Sharma,98.0,92.93,10,0
2411,Simran Gupta,100.0,60.43,1,19
2412,Lalit Singh,73.0,55.7,7,17
2413,Kunal Verma,63.0,52.24,0,19
2414,Anjali Patel,97.0,61.12,9,18
2415,Nobita Verma,58.0,76.36,14,30
2416,Nobita Patel,,67.35,6,2
2417,Harsh Yadav,46.0,57.23,7,17
2418,Kunal Sharma,51.0,59.61,7,21
2419,Ankit Yadav,74.0,68.62,1,26
2420,Shichan Yadav,71.0,62.49,1,7
2421,Aman Yadav,,97.5,13,25
2422,Anjali Patel,86.0,65.11,15,12
2423,Lalit Gupta,70.0,61.44,12,9
2424,Prince Yadav,100.0,88.01,17,14
2425,Aditya Sharma,85.0,97.83,11,13
2426,Simran Verma,97.0,93.71,17,15
2427,Kunal Verma,81.0,82.27,6,24
2428,Ritika Patel,,86.24,9,1
2429,Ankit Singh,69.0,73.73,3,28
2430,Aman Verma,95.0,53.34,19,26
2431,Ritika Yadav,56.0,68.58,8,13
2432,Prince Singh,88.0,55.8,17,17
2433,Anjali Verma,90.0,86.27,17,7
2434,Nobita Sharma,40.0,61.13,6,0
2435,Akash Singh,70.0,99.9,14,30
2436,Simran Patel,99.0,87.58,9,18
2437,Prince Verma,73.0,78.48,1,4
2438,Nobita Sharma,69.0,92.04,11,7
2439,Sneha Gupta,89.0,89.14,1,17
2440,Krishna Verma,98.0,60.29,4,27
2441,Ritika Sharma,48.0,64.45,3,14
2442,Sahil Yadav,95.0,59.93,7,6
2443,Simran Gupta,81.0,85.75,3,7
2444,Karan Yadav,63.0,88.39,2,29
2445,Ankit Gupta,93.0,89.99,8,9
2446,Ankit Gupta,75.0,89.94,14,15
2447,Vivek Yadav,60.0,96.39,12,1
2448,Prince Verma,94.0,89.52,6,3
2449,Harsh Verma,42.0,97.86,1,30
2450,Sneha Verma,76.0,50.37,4,17
2451,Ankit Patel,73.0,53.62,0,19
2452,Ritika Sharma,64.0,99.48,0,29
2453,Harsh Singh,75.0,80.22,11,12
2454,Shichan Gupta,41.0,90.39,9,25
2455,Prince Yadav,88.0,63.16,1,14
2456,Simran Sharma,,61.07,18,5
2457,Lalit Gupta,69.0,68.25,0,17
2458,Anjali Yadav,60.0,57.2,2,5
2459,Kavita Sharma,,66.48,14,16
2460,Prince Sharma,62.0,60.05,14,10
2461,Sahil Sharma,96.0,84.86,7,11
2462,Shichan Yadav,45.0,81.11,3,9
2463,Karan Patel,77.0,57.03,16,15
2464,Nobita Verma,52.0,79.23,10,8
2465,Meena Gupta,78.0,91.25,14,4
2466,Vivek Singh,48.0,69.91,8,13
2467,Nobita Patel,43.0,55.17,20,9
2468,Aman Yadav,85.0,58.91,16,3
2469,Priya Sharma,61.0,76.04,10,15
2470,Anjali Gupta,57.0,73.87,4,16
2471,Kunal Sharma,93.0,99.73,7,22
