Roll_No,Name,Result
2873,Priya Sharma,84.0
2874,Karan Gupta,60.0
2875,Sartak Verma,63.0
2876,Prince Verma,96.0
2877,Krishna Singh,71.0
2878,Shichan Patel,85.0
2879,Aman Verma,89.0
2880,Harsh Gupta,64.0
2881,Ritika Sharma,
2882,Ritika Verma,96.0
2883,Harsh Yadav,42.0
2884,Sartak Gupta,59.0
2885,Prince Gupta,90.0
2886,Lalit Verma,99.0
2887,Priya Patel,95.0
2888,Raj Patel,41.0
2889,Ritika Yadav,57.0
2890,Kunal Singh,74.0
2891,Rahul Sharma,79.0
2892,Ritika Singh,50.0
2893,Priya Patel,61.0
2894,Shichan Singh,94.0
2895,Nobita Singh,94.0
2896,Nobita Patel,77.0
2897,Anjali Verma,
2898,Rohit Singh,60.0
2899,Krishna Patel,70.0
2900,Rohit Singh,58.0
2901,Rahul Patel,43.0
2902,Sartak Gupta,73.0
2903,Anjali Yadav,56.0
2904,Lalit Patel,71.0
2905,Anjali Verma,84.0
2906,Prince Patel,58.0
2907,Ankit Yadav,40.0
2908,Aman Sharma,76.0
2909,Anjali Patel,50.0
2910,Sneha Sharma,53.0
2911,Krishna Sharma,43.0
2912,Ankit Verma,58.0
2913,Rahul Singh,74.0
2914,Kunal Gupta,97.0
2915,Nobita Verma,48.0
2916,Sneha Singh,62.0
2917,Simran Sharma,63.0
2918,Akash Sharma,56.0
2919,Sahil Singh,87.0
2920,Meena Gupta,89.0
2921,Meena Patel,66.0
2922,Raj Gupta,72.0
2923,Akash Yadav,92.0
2924,Rahul Singh,49.0
2925,Nobita Singh,88.0
2926,Simran Patel,84.0
2927,Rahul Yadav,91.0
2928,Akash Singh,60.0
2929,Kavita Sharma,71.0
2930,Shichan Yadav,63.0
2931,Aman Yadav,57.0
2932,Lalit Patel,
2933,Sahil Sharma,56.0
2934,Aman Verma,67.0
2935,Sartak Sharma,71.0
2936,Simran Singh,77.0
2937,Akash Verma,55.0
2938,Meena Yadav,80.0
2939,Aditya Patel,100.0
2940,Simran Verma,
2941,Nobita Patel,57.0
2942,Karan Patel,88.0
2943,Harsh Verma,87.0
2944,Lalit Sharma,83.0
2945,Sneha Verma,63.0
2946,Ankit Patel,72.0
2947,Karan Gupta,41.0
2948,Rahul Patel,78.0
2949,Rahul Yadav,55.0
2950,Rahul Yadav,62.0
2951,Priya Sharma,
2952,Akash Singh,96.0
2953,Sneha Gupta,42.0
2954,Raj Sharma,90.0
2955,Akash Sharma,100.0
2956,Ankit Gupta,79.0
2957,Lalit Patel,54.0
2958,Ritika Patel,97.0
2959,Sahil Sharma,61.0
2960,Anjali Patel,71.0
2961,Rohit Singh,42.0
2962,Kunal Sharma,54.0
2963,Rahul Patel,77.0
2964,Ritika Singh,92.0
2965,Akash Patel,84.0
2966,Sahil Singh,50.0
2967,Sahil Singh,81.0
2968,Rahul Singh,74.0
2969,Prince Gupta,43.0
2970,Simran Patel,
2971,Simran Gupta,64.0
2972,Sartak Yadav,91.0
2973,Krishna Gupta,40.0
2974,Meena Verma,56.0
2975,Prince Sharma,86.0
2976,Kunal Singh,93.0
2977,Meena Sharma,95.0
2978,Harsh Verma,67.0
2979,Harsh Singh,51.0
2980,Karan Verma,
2981,Aditya Sharma,52.0
2982,Aditya Gupta,73.0
2983,Simran Verma,50.0
2984,Ankit Singh,65.0
2985,Aman Gupta,42.0
2986,Raj Singh,70.0
2987,Meena Sharma,56.0
2988,Rahul Yadav,
2989,Kunal Singh,69.0
2990,Prince Singh,44.0
2991,Priya Gupta,
2992,Aditya Yadav,62.0
2993,Karan Sharma,54.0
2994,Ankit Singh,85.0
2995,Priya Sharma,82.0
2996,Sahil Yadav,79.0
2997,Krishna Patel,
2998,Meena Gupta,73.0
2999,Sneha Verma,100.0
3000,Kunal Verma,44.0
3001,Aman Gupta,58.0
3002,Ritika Sharma,63.0
3003,Anjali Verma,52.0
3004,Rahul Yadav,82.0
3005,Ankit Singh,81.0
3006,Sneha Verma,69.0
3007,Aman Singh,77.0
3008,Anjali Verma,96.0
3009,Krishna Gupta,95.0
3010,Sneha Singh,83.0
3011,Kavita Singh,81.0
3012,Kunal Verma,81.0
3013,Karan Gupta,94.0
3014,Ritika Yadav,49.0
3015,Vivek Gupta,97.0
3016,Raj Yadav,69.0
3017,Meena Singh,50.0
3018,Vivek Patel,65.0
3019,Meena Gupta,88.0
3020,Nobita Yadav,59.0
3021,Lalit Yadav,96.0
3022,Simran Patel,44.0
3023,Meena Patel,84.0
3024,Aman Verma,
3025,Vivek Sharma,75.0
3026,Rohit Singh,58.0
3027,Simran Patel,68.0
3028,Nobita Yadav,95.0
3029,Priya Singh,82.0
3030,Prince Gupta,61.0
3031,Sneha Yadav,74.0
3032,Rahul Patel,75.0
3033,Lalit Verma,61.0
3034,Harsh Gupta,
3035,Nobita Gupta,52.0
3036,Aditya Sharma,65.0
3037,Sahil Patel,
3038,Ankit Gupta,50.0
3039,Ritika Gupta,90.0
3040,Rahul Yadav,82.0
3041,Priya Verma,82.0
3042,Priya Sharma,43.0
3043,Aman Sharma,49.0
3044,Meena Sharma,65.0
3045,Shichan Verma,81.0
3046,Sartak Sharma,63.0
3047,Karan Patel,65.0
3048,Kunal Verma,54.0
3049,Rahul Verma,64.0
3050,Rohit Sharma,44.0
3051,Aman Yadav,56.0
3052,Prince Yadav,95.0
3053,Aditya Yadav,63.0
3054,Sneha Verma,78.0
3055,Lalit Verma,69.0
3056,Kunal Sharma,85.0
3057,Shichan Singh,56.0
3058,Harsh Patel,67.0
3059,Simran Patel,72.0
3060,Simran Gupta,46.0
3061,Kunal Sharma,43.0
3062,Aditya Sharma,40.0
3063,Meena Singh,53.0
3064,Vivek Singh,59.0
3065,Sartak Yadav,77.0
3066,Meena Singh,62.0
3067,Rahul Singh,92.0
3068,Simran Yadav,93.0
3069,Aman Sharma,58.0
3070,Priya Gupta,98.0
3071,Rahul Verma,89.0
3072,Ankit Yadav,88.0
3073,Rohit Sharma,95.0
3074,Ritika Patel,64.0
3075,Lalit Patel,91.0
3076,Raj Yadav,88.0
3077,Aman Verma,99.0
3078,Shichan Gupta,54.0
3079,Rahul Gupta,54.0
3080,Aditya Gupta,
3081,Rahul Yadav,72.0
3082,Kunal Yadav,86.0
3083,Krishna Singh,71.0
3084,Priya Sharma,97.0
3085,Akash Gupta,68.0
3086,Karan Gupta,72.0
3087,Prince Yadav,51.0
3088,Karan Singh,78.0
3089,Rohit Patel,75.0
3090,Kavita Gupta,93.0
3091,Prince Yadav,70.0
3092,Lalit Yadav,60.0
3093,Aditya Singh,42.0
3094,Ritika Yadav,58.0
3095,Raj Singh,44.0
3096,Sneha Yadav,92.0
3097,Priya Verma,58.0
3098,Harsh Sharma,61.0
3099,Krishna Patel,69.0
3100,Prince Yadav,44.0
3101,Kunal Singh,92.0
3102,Karan Gupta,80.0
3103,Sneha Gupta,90.0
3104,Sahil Sharma,88.0
3105,Rohit Verma,43.0
3106,Ankit Singh,85.0
3107,Ankit Patel,
3108,Nobita Singh,63.0
3109,Rohit Patel,51.0
3110,Harsh Sharma,42.0
3111,Vivek Gupta,64.0
3112,Aditya Verma,60.0
3113,Meena Yadav,51.0
3114,Lalit Yadav,
3115,Nobita Gupta,83.0
3116,Simran Verma,82.0
3117,Kunal Patel,52.0
3118,Rahul Singh,81.0
3119,Shichan Yadav,73.0
3120,Nobita Sharma,51.0
3121,Priya Singh,89.0
3122,Kunal Sharma,
3123,Lalit Sharma,73.0
3124,Rahul Sharma,84.0
3125,Raj Verma,40.0
3126,Priya Patel,87.0
3127,Raj Verma,95.0
3128,Harsh Sharma,
3129,Ankit Sharma,73.0
3130,Sahil Yadav,80.0
3131,Krishna Gupta,49.0
3132,Aman Gupta,59.0
3133,Aditya Gupta,79.0
3134,Ritika Yadav,65.0
3135,Shichan Patel,44.0
3136,Krishna Singh,64.0
3137,Meena Verma,91.0
3138,Rahul Verma,89.0
3139,Priya Gupta,97.0
3140,Meena Sharma,57.0
3141,Nobita Gupta,89.0
3142,Krishna Yadav,82.0
3143,Sneha Singh,96.0
3144,Lalit Singh,
3145,Aditya Sharma,46.0
3146,Sartak Singh,95.0
3147,Krishna Verma,94.0
3148,Aman Verma,90.0
3149,Meena Gupta,
3150,Aman Yadav,96.0
3151,Kavita Gupta,90.0
3152,Harsh Patel,93.0
3153,Aditya Singh,62.0
3154,Sahil Yadav,80.0
3155,Rohit Yadav,46.0
3156,Ritika Sharma,100.0
3157,Raj Patel,83.0
3158,Shichan Patel,
3159,Shichan Patel,48.0
3160,Kavita Singh,45.0
3161,Simran Singh,61.0
3162,Rohit Gupta,43.0
3163,Karan Verma,87.0
3164,Priya Gupta,94.0
3165,Akash Verma,56.0
3166,Priya Yadav,99.0
3167,Akash Patel,83.0
3168,Nobita Gupta,92.0
3169,Sahil Singh,68.0
3170,Aditya Patel,98.0
3171,Meena Singh,66.0
3172,Rohit Singh,87.0
3173,Simran Singh,98.0
3174,Krishna Gupta,
3175,Raj Patel,67.0
3176,Ankit Sharma,82.0
3177,Raj Gupta,60.0
3178,Prince Patel,73.0
3179,Ritika Verma,44.0
3180,Anjali Yadav,61.0
3181,Sahil Sharma,69.0
3182,Karan Sharma,46.0
3183,Anjali Singh,45.0
3184,Kunal Patel,68.0
3185,Aman Verma,44.0
3186,Sartak Gupta,91.0
3187,Sartak Sharma,98.0
3188,Vivek Singh,76.0
3189,Vivek Sharma,49.0
3190,Ankit Sharma,75.0
3191,Aditya Sharma,
3192,Sahil Yadav,98.0
3193,Simran Gupta,79.0
3194,Sartak Sharma,79.0
3195,Vivek Verma,66.0
3196,Lalit Singh,64.0
3197,Vivek Patel,76.0
3198,Kavita Sharma,75.0
3199,Lalit Gupta,88.0
3200,Rahul Patel,74.0
3201,Meena Gupta,70.0
3202,Prince Gupta,98.0
3203,Raj Verma,62.0
3204,Meena Verma,84.0
3205,Sneha Sharma,59.0
3206,Ritika Singh,87.0
3207,Karan Singh,50.0
3208,Krishna Singh,42.0
3209,Lalit Sharma,62.0
3210,Anjali Sharma,49.0
3211,Ankit Yadav,50.0
3212,Anjali Patel,58.0
3213,Meena Verma,99.0
3214,Kavita Yadav,54.0
3215,Karan Patel,70.0
3216,Aditya Yadav,66.0
3217,Lalit Yadav,85.0
3218,Sartak Singh,52.0
3219,Shichan Sharma,81.0
3220,Ankit Verma,59.0
3221,Karan Gupta,74.0
3222,Simran Yadav,41.0
3223,Aman Patel,41.0
3224,Kavita Gupta,86.0
3225,Sahil Yadav,90.0
3226,Sneha Singh,72.0
3227,Krishna Singh,58.0
3228,Nobita Verma,77.0
3229,Meena Yadav,52.0
3230,Harsh Sharma,100.0
3231,Sneha Singh,85.0
3232,Sahil Gupta,75.0
3233,Kunal Sharma,60.0
3234,Harsh Verma,41.0
3235,Nobita Singh,88.0
3236,Prince Gupta,
3237,Sahil Gupta,72.0
3238,Priya Gupta,53.0
3239,Krishna Singh,
3240,Rohit Verma,92.0
3241,Krishna Yadav,
3242,Krishna Yadav,84.0
3243,Krishna Yadav,79.0
3244,Rohit Yadav,88.0
3245,Aditya Yadav,54.0
3246,Kavita Yadav,82.0
3247,Ritika Sharma,47.0
3248,Aman Sharma,
3249,Sartak Gupta,63.0
3250,Ankit Sharma,47.0
3251,Aditya Gupta,48.0
3252,Simran Sharma,83.0
3253,Akash Patel,86.0
3254,Raj Gupta,84.0
3255,Karan Singh,40.0
3256,Vivek Singh,
3257,Prince Verma,58.0
3258,Harsh Gupta,51.0
3259,Aman Verma,58.0
3260,Krishna Yadav,43.0
3261,Shichan Verma,58.0
3262,Akash Verma,83.0
3263,Vivek Patel,78.0
3264,Vivek Patel,95.0
3265,Anjali Singh,91.0
3266,Rohit Yadav,44.0
3267,Anjali Gupta,49.0
3268,Anjali Gupta,70.0
3269,Nobita Gupta,49.0
3270,Kunal Gupta,42.0
3271,Lalit Sharma,83.0
3272,Ankit Singh,98.0
3273,Meena Singh,97.0
3274,Aman Patel,45.0
3275,Simran Gupta,96.0
3276,Aditya Verma,77.0
3277,Lalit Singh,89.0
3278,Karan Sharma,79.0
3279,Anjali Patel,84.0
3280,Sneha Singh,99.0
3281,Simran Yadav,93.0
3282,Raj Sharma,
3283,Anjali Verma,67.0
3284,Priya Yadav,91.0
3285,Priya Singh,44.0
3286,Karan Gupta,44.0
3287,Harsh Sharma,81.0
3288,Vivek Verma,
3289,Krishna Patel,
3290,Simran Verma,57.0
3291,Sahil Yadav,87.0
3292,Shichan Gupta,80.0
3293,Kunal Singh,54.0
3294,Kavita Patel,86.0
3295,Anjali Sharma,40.0
3296,Aman Sharma,50.0
3297,Sneha Patel,78.0
3298,Priya Singh,74.0
3299,Vivek Patel,40.0
3300,Kunal Patel,76.0
3301,Ritika Gupta,71.0
3302,Ritika Gupta,63.0
3303,Aman Yadav,62.0
3304,Meena Singh,59.0
3305,Kunal Verma,79.0
3306,Lalit Yadav,47.0
3307,Vivek Gupta,58.0
3308,Aditya Gupta,85.0
3309,Kunal Gupta,65.0
3310,Sahil Patel,80.0
3311,Rahul Yadav,73.0
3312,Anjali Gupta,100.0
3313,Aman Patel,57.0
3314,Shichan Sharma,94.0
3315,Anjali Singh,53.0
3316,Ritika Yadav,73.0
3317,Sartak Gupta,
3318,Ankit Gupta,97.0
3319,Harsh Sharma,48.0
3320,Nobita Verma,54.0
3321,Nobita Gupta,80.0
3322,Priya Yadav,65.0
3323,Kunal Patel,94.0
3324,Anjali Sharma,48.0
3325,Sahil Verma,79.0
3326,Lalit Yadav,52.0
3327,Rohit Verma,100.0
3328,Shichan Patel,61.0
3329,Nobita Patel,62.0
3330,Priya Gupta,43.0
3331,Sartak Patel,44.0
3332,Ankit Singh,55.0
3333,Sahil Singh,78.0
3334,Prince Sharma,61.0
3335,Kavita Singh,75.0
3336,Nobita Patel,64.0
3337,Nobita Sharma,40.0
3338,Meena Sharma,50.0
3339,Aman Verma,95.0
3340,Aditya Patel,84.0
3341,Ankit Verma,98.0
3342,Kunal Patel,48.0
3343,Anjali Singh,86.0
3344,Ankit Patel,66.0
3345,Rohit Yadav,
3346,Prince Yadav,49.0
3347,Rohit Yadav,56.0
3348,Priya Verma,40.0
3349,Kunal Yadav,80.0
3350,Aman Patel,67.0
3351,Vivek Gupta,100.0
3352,Anjali Sharma,90.0
3353,Sahil Patel,42.0
3354,Ritika Gupta,
3355,Vivek Gupta,42.0
3356,Rahul Patel,
3357,Sartak Yadav,57.0
3358,Anjali Verma,46.0
3359,Sahil Yadav,
3360,Rahul Singh,94.0
3361,Priya Verma,76.0
3362,Shichan Verma,48.0
3363,Lalit Singh,59.0
3364,Kavita Singh,49.0
3365,Sahil Patel,75.0
3366,Aman Verma,82.0
3367,Simran Gupta,63.0
3368,Aman Yadav,72.0
3369,Priya Yadav,89.0
3370,Ankit Verma,93.0
3371,Nobita Yadav,95.0
3372,Priya Sharma,83.0
3373,Rohit Sharma,62.0
3374,Sartak Verma,62.0
3375,Rahul Verma,46.0
3376,Simran Singh,96.0
3377,Kavita Patel,98.0
3378,Shichan Sharma,58.0
3379,Krishna Gupta,76.0
3380,Shichan Verma,49.0
3381,Ankit Gupta,64.0
3382,Rahul Singh,97.0
3383,Karan Yadav,97.0
3384,Aditya Patel,74.0
3385,Ankit Singh,78.0
3386,Rohit Gupta,61.0
3387,Rahul Gupta,61.0
3388,Simran Yadav,40.0
3389,Karan Verma,42.0
3390,Rahul Singh,75.0
3391,Simran Yadav,52.0
3392,Simran Verma,100.0
3393,Raj Singh,81.0
3394,Rahul Patel,58.0
3395,Kavita Yadav,67.0
3396,Rohit Sharma,81.0
3397,Simran Sharma,48.0
3398,Simran Singh,86.0
3399,Rahul Patel,81.0
3400,Ankit Verma,52.0
3401,Krishna Sharma,46.0
3402,Kunal Verma,48.0
3403,Akash Sharma,55.0
3404,Raj Sharma,52.0
3405,Karan Gupta,65.0
3406,Anjali Verma,67.0
3407,Priya Verma,42.0
3408,Rahul Patel,75.0
3409,Kavita Gupta,44.0
3410,Karan Verma,52.0
3411,Rohit Sharma,73.0
3412,Kavita Verma,68.0
3413,Sahil Yadav,75.0
3414,Nobita Gupta,85.0
3415,Kavita Sharma,41.0
3416,Vivek Gupta,
3417,Kavita Patel,41.0
3418,Sneha Singh,82.0
3419,Aman Singh,80.0
3420,Akash Singh,
3421,Sartak Singh,73.0
3422,Prince Patel,
3423,Krishna Patel,92.0
3424,Shichan Gupta,56.0
3425,Simran Gupta,48.0
3426,Rahul Patel,53.0
3427,Raj Sharma,65.0
3428,Shichan Gupta,65.0
3429,Ritika Patel,
3430,Karan Singh,54.0
3431,Rohit Singh,87.0
3432,Simran Verma,96.0
3433,Simran Gupta,48.0
3434,Sartak Yadav,51.0
3435,Ankit Patel,54.0
3436,Ankit Gupta,67.0
3437,Lalit Sharma,48.0
3438,Sartak Verma,53.0
3439,Prince Verma,77.0
3440,Sartak Verma,90.0
3441,Rahul Yadav,61.0
3442,Rohit Yadav,90.0
3443,Harsh Verma,
3444,Karan Sharma,95.0
3445,Akash Verma,89.0
3446,Sartak Singh,86.0
3447,Harsh Verma,68.0
3448,Anjali Verma,60.0
3449,Harsh Yadav,81.0
3450,Lalit Yadav,93.0
3451,Sneha Singh,96.0
3452,Simran Verma,53.0
3453,Anjali Patel,
3454,Kunal Patel,42.0
3455,Ankit Gupta,75.0
3456,Harsh Verma,70.0
3457,Sneha Sharma,93.0
3458,Simran Patel,59.0
3459,Ankit Sharma,78.0
3460,Vivek Yadav,90.0
3461,Rahul Singh,99.0
3462,Meena Verma,61.0
3463,Ankit Sharma,69.0
3464,Kavita Verma,62.0
3465,Sartak Yadav,59.0
3466,Kunal Patel,50.0
3467,Kavita Verma,
3468,Shichan Sharma,61.0
3469,Shichan Gupta,47.0
3470,Rahul Patel,98.0
3471,Sartak Yadav,93.0
3472,Meena Verma,66.0
3473,Kavita Gupta,89.0
3474,Krishna Singh,84.0
3475,Lalit Sharma,96.0
3476,Priya Gupta,63.0
3477,Vivek Sharma,97.0
3478,Prince Yadav,64.0
3479,Kavita Gupta,89.0
3480,Prince Gupta,45.0
3481,Raj Gupta,93.0
3482,Ankit Yadav,52.0
3483,Krishna Gupta,66.0
3484,Kunal Sharma,71.0
3485,Vivek Singh,81.0
3486,Sahil Singh,89.0
3487,Karan Singh,40.0
3488,Shichan Gupta,62.0
3489,Rahul Verma,74.0
3490,Sahil Gupta,76.0
3491,Prince Sharma,44.0
3492,Ankit Gupta,51.0
3493,Aditya Yadav,69.0
3494,Harsh Singh,67.0
3495,Shichan Sharma,47.0
3496,Aditya Gupta,85.0
3497,Harsh Patel,69.0
3498,Vivek Verma,49.0
3499,Vivek Yadav,51.0
3500,Raj Gupta,83.0
3501,Nobita Sharma,50.0
3502,Rahul Singh,99.0
3503,Harsh Singh,88.0
3504,Rahul Singh,49.0
3505,Shichan Verma,
3506,Priya Patel,58.0
3507,Nobita Patel,87.0
3508,Krishna Singh,60.0
3509,Kavita Verma,58.0
3510,Ankit Sharma,91.0
3511,Lalit Gupta,48.0
3512,Lalit Gupta,70.0
3513,Nobita Verma,83.0
3514,Sartak Gupta,65.0
3515,Aditya Singh,68.0
3516,Sartak Patel,57.0
3517,Shichan Gupta,42.0
3518,Kavita Sharma,77.0
3519,Rahul Yadav,50.0
3520,Raj Yadav,47.0
3521,Karan Yadav,55.0
3522,Sneha Singh,63.0
3523,Karan Verma,62.0
3524,Kunal Yadav,91.0
3525,Kunal Gupta,68.0
3526,Prince Sharma,100.0
3527,Ritika Patel,86.0
3528,Anjali Patel,51.0
3529,Simran Singh,91.0
3530,Sartak Patel,41.0
3531,Aditya Sharma,59.0
3532,Sneha Verma,99.0
3533,Prince Sharma,50.0
3534,Aman Sharma,
3535,Sneha Gupta,77.0
3536,Meena Verma,77.0
3537,Raj Gupta,78.0
3538,Ritika Gupta,90.0
3539,Anjali Singh,73.0
3540,Priya Patel,93.0
3541,Rohit Sharma,67.0
3542,Priya Patel,88.0
3543,Shichan Patel,70.0
3544,Shichan Yadav,
3545,Rohit Yadav,57.0
3546,Kavita Singh,80.0
3547,Karan Singh,98.0
3548,Raj Yadav,63.0
3549,Sneha Verma,76.0
3550,Simran Sharma,55.0
3551,Raj Singh,61.0
3552,Sneha Gupta,81.0
3553,Priya Sharma,66.0
3554,Karan Singh,
3555,Kunal Yadav,62.0
3556,Meena Singh,40.0
3557,Sahil Gupta,91.0
3558,Rahul Yadav,78.0
3559,Simran Yadav,78.0
3560,Lalit Singh,71.0
3561,Aditya Singh,45.0
3562,Shichan Singh,93.0
3563,Nobita Sharma,47.0
3564,Karan Verma,89.0
3565,Nobita Sharma,88.0
3566,Simran Yadav,65.0
3567,Karan Patel,79.0
3568,Sneha Yadav,63.0
3569,Prince Gupta,43.0
3570,Kunal Singh,81.0
3571,Shichan Singh,44.0
3572,Vivek Singh,93.0
3573,Priya Yadav,74.0
3574,Raj Gupta,40.0
3575,Krishna Patel,58.0
3576,Karan Patel,66.0
3577,Priya Verma,84.0
3578,Prince Gupta,98.0
3579,Anjali Singh,65.0
3580,Anjali Singh,75.0
3581,Nobita Patel,79.0
3582,Raj Sharma,83.0
3583,Aditya Gupta,81.0
3584,Sahil Yadav,76.0
3585,Sartak Verma,63.0
3586,Ankit Patel,91.0
3587,Karan Sharma,92.0
3588,Nobita Sharma,66.0
3589,Nobita Patel,60.0
3590,Vivek Yadav,59.0
3591,Akash Gupta,74.0
3592,Krishna Singh,84.0
3593,Sartak Patel,99.0
3594,Ritika Verma,94.0
3595,Rohit Gupta,
3596,Aman Gupta,41.0
3597,Karan Verma,60.0
3598,Ritika Verma,45.0
3599,Nobita Verma,64.0
3600,Aditya Verma,80.0
3601,Sartak Yadav,69.0
3602,Harsh Singh,61.0
3603,Prince Patel,58.0
3604,Priya Sharma,86.0
3605,Meena Gupta,75.0
3606,Ritika Verma,
3607,Harsh Gupta,55.0
3608,Sneha Verma,62.0
3609,Rahul Gupta,68.0
3610,Kunal Singh,65.0
3611,Anjali Yadav,56.0
3612,Nobita Gupta,100.0
3613,Karan Gupta,
3614,Vivek Verma,50.0
3615,Priya Patel,72.0
3616,Raj Yadav,73.0
3617,Karan Patel,55.0
3618,Harsh Verma,40.0
3619,Raj Gupta,
3620,Shichan Patel,
3621,Anjali Verma,72.0
3622,Kunal Gupta,89.0
3623,Rahul Sharma,56.0
3624,Sartak Singh,
3625,Aman Patel,41.0
3626,Krishna Gupta,
3627,Prince Gupta,92.0
3628,Nobita Singh,63.0
3629,Karan Patel,83.0
3630,Vivek Verma,48.0
3631,Vivek Yadav,84.0
3632,Sahil Singh,90.0
3633,Sneha Yadav,
3634,Sahil Patel,88.0
3635,Sahil Gupta,90.0
3636,Shichan Verma,92.0
3637,Sahil Gupta,65.0
3638,Prince Sharma,89.0
3639,Aman Sharma,65.0
3640,Aditya Sharma,97.0
3641,Prince Singh,81.0
3642,Sahil Singh,71.0
3643,Kavita Singh,99.0
3644,Krishna Patel,
3645,Priya Sharma,64.0
3646,Ritika Gupta,62.0
3647,Kavita Verma,
3648,Kunal Yadav,79.0
3649,Aman Yadav,62.0
3650,Priya Gupta,50.0
3651,Aman Singh,64.0
3652,Priya Verma,56.0
3653,Sartak Sharma,92.0
3654,Aditya Yadav,62.0
3655,Kunal Yadav,55.0
3656,Shichan Singh,57.0
3657,Nobita Yadav,90.0
3658,Ritika Yadav,77.0
3659,Rohit Patel,65.0
3660,Kunal Verma,94.0
3661,Meena Gupta,
3662,Sneha Yadav,93.0
3663,Aman Gupta,72.0
3664,Ritika Sharma,95.0
3665,Krishna Patel,86.0
3666,Kunal Yadav,93.0
3667,Karan Patel,88.0
3668,Karan Sharma,83.0
3669,Raj Patel,
3670,Rahul Patel,42.0
3671,Akash Gupta,75.0
3672,Krishna Singh,65.0
3673,Krishna Patel,66.0
3674,Aman Singh,62.0
3675,Nobita Verma,58.0
3676,Meena Sharma,89.0
3677,Sartak Patel,
3678,Sahil Singh,83.0
3679,Shichan Yadav,88.0
3680,Rahul Yadav,99.0
3681,Raj Patel,48.0
3682,Vivek Sharma,51.0
3683,Harsh Verma,77.0
3684,Sneha Yadav,90.0
3685,Shichan Yadav,63.0
3686,Lalit Gupta,46.0
3687,Raj Yadav,49.0
3688,Prince Patel,78.0
3689,Meena Yadav,67.0
3690,Rohit Gupta,46.0
3691,Harsh Patel,76.0
3692,Raj Yadav,100.0
3693,Sneha Verma,76.0
3694,Kunal Patel,65.0
3695,Sneha Sharma,83.0
3696,Akash Yadav,99.0
3697,Aditya Sharma,74.0
3698,Krishna Verma,43.0
3699,Ankit Sharma,88.0
3700,Krishna Singh,54.0
3701,Ritika Patel,
3702,Nobita Singh,44.0
3703,Akash Yadav,62.0
3704,Sartak Gupta,98.0
3705,Harsh Verma,69.0
3706,Sahil Verma,53.0
3707,Kavita Sharma,57.0
3708,Sahil Patel,79.0
3709,Ankit Sharma,79.0
3710,Krishna Patel,56.0
3711,Priya Patel,70.0
3712,Vivek Patel,47.0
3713,Sahil Sharma,
3714,Shichan Verma,81.0
3715,Akash Verma,45.0
3716,Aman Patel,85.0
3717,Krishna Singh,85.0
3718,Harsh Patel,43.0
3719,Sahil Patel,40.0
3720,Ritika Verma,88.0
3721,Kunal Gupta,98.0
3722,Aditya Patel,93.0
3723,Priya Gupta,75.0
3724,Aditya Gupta,69.0
3725,Vivek Sharma,68.0
3726,Sneha Singh,
3727,Krishna Sharma,88.0
3728,Rohit Patel,88.0
3729,Kavita Gupta,92.0
3730,Ankit Verma,96.0
3731,Aman Yadav,94.0
3732,Sartak Gupta,89.0
3733,Kavita Verma,87.0
3734,Rohit Singh,83.0
3735,Vivek Verma,40.0
3736,Lalit Sharma,93.0
3737,Sahil Sharma,41.0
3738,Ankit Singh,74.0
3739,Shichan Sharma,74.0
3740,Anjali Verma,
3741,Simran Verma,86.0
3742,Sahil Verma,57.0
3743,Harsh Singh,70.0
3744,Shichan Patel,72.0
3745,Ankit Gupta,70.0
3746,Anjali Sharma,
3747,Sneha Gupta,65.0
3748,Kavita Singh,57.0
3749,Karan Gupta,54.0
3750,Nobita Verma,58.0
3751,Priya Gupta,55.0
3752,Sartak Sharma,87.0
3753,Kavita Verma,78.0
3754,Lalit Gupta,42.0
3755,Raj Sharma,85.0
3756,Lalit Sharma,85.0
3757,Sartak Singh,40.0
3758,Vivek Yadav,87.0
3759,Karan Yadav,41.0
3760,Karan Singh,54.0
3761,Rahul Singh,74.0
3762,Raj Patel,78.0
3763,Ritika Patel,99.0
3764,Ankit Gupta,66.0
3765,Rahul Sharma,88.0
3766,Karan Yadav,44.0
3767,Akash Verma,95.0
3768,Vivek Yadav,47.0
3769,Sneha Patel,58.0
3770,Rohit Sharma,63.0
3771,Vivek Singh,55.0
3772,Sahil Gupta,68.0
3773,Ankit Verma,45.0
3774,Ritika Sharma,80.0
3775,Harsh Sharma,40.0
3776,Karan Gupta,
3777,Shichan Patel,82.0
3778,Sahil Yadav,43.0
3779,Kunal Verma,77.0
3780,Lalit Sharma,66.0
3781,Simran Patel,85.0
3782,Sahil Singh,67.0
3783,Simran Gupta,45.0
3784,Lalit Yadav,41.0
3785,Meena Verma,100.0
3786,Kunal Sharma,100.0
3787,Sartak Yadav,68.0
3788,Harsh Singh,60.0
3789,Priya Gupta,69.0
3790,Vivek Yadav,71.0
3791,Akash Sharma,65.0
3792,Karan Sharma,49.0
3793,Aman Gupta,97.0
3794,Simran Patel,
3795,Kavita Verma,47.0
3796,Simran Gupta,80.0
3797,Priya Patel,
3798,Kunal Patel,86.0
3799,Shichan Singh,56.0
3800,Karan Singh,53.0
3801,Vivek Patel,63.0
3802,Shichan Gupta,86.0
3803,Simran Verma,75.0
3804,Kunal Singh,
3805,Rahul Verma,95.0
3806,Nobita Sharma,52.0
